"week.number","start.date","end.date","Bukit.Batok","Choa.Chu.Kang","Tampines","Yishun","Ang.Mo.Kio","Bedok","Bishan","Bukit.Merah","Bukit.Panjang","Bukit.Timah","Changi","Clementi","Geylang","Hougang","Jurong.East","Jurong.West","Kallang","Mandai","Marine.Parade","Newton","Novena","Outram","Pasir.Ris","Punggol","Queenstown","River.Valley","Rochor","Sembawang","Sengkang","Serangoon","Sungei.Kadut","Tanglin","Toa.Payoh","Woodlands"
312,"15/12/2019","21/12/2019",3,3,7,6,14,7,1,2,19,2,0,1,4,20,8,12,3,0,6,0,1,0,6,4,0,0,0,2,18,19,0,0,4,11
313,"22/12/2019","28/12/2019",1,4,6,6,13,26,3,7,14,4,0,5,9,18,7,21,6,1,6,0,5,0,4,0,8,0,0,6,12,29,0,0,0,16
314,"29/12/2019","4/1/2020",3,7,4,6,17,19,4,7,15,1,0,7,11,35,4,15,1,0,6,1,2,0,10,1,3,0,0,0,8,54,0,0,3,8
315,"5/1/2020","11/1/2020",1,2,2,14,28,27,3,2,14,4,0,5,13,25,8,15,4,0,8,1,5,1,3,2,2,0,0,3,9,45,0,1,2,11
316,"12/1/2020","18/1/2020",2,5,2,9,43,29,3,4,13,3,0,8,11,21,7,18,9,0,14,1,6,0,7,3,1,0,0,3,22,54,0,0,3,10
317,"19/1/2020","25/1/2020",3,4,1,10,37,18,1,1,3,2,0,4,16,31,4,19,1,0,13,4,5,1,0,2,3,0,0,1,16,38,0,2,5,13
318,"26/1/2020","1/2/2020",5,4,5,13,48,19,7,4,13,4,0,3,12,23,3,37,9,1,7,4,1,5,5,4,4,1,0,2,11,38,0,1,6,12
319,"2/2/2020","8/2/2020",4,4,8,7,56,17,4,4,14,4,0,6,11,16,1,29,4,0,13,3,6,2,2,3,5,0,0,2,14,35,0,0,0,16
320,"9/2/2020","15/2/2020",5,1,3,3,33,22,1,5,15,2,0,8,13,24,3,46,5,0,12,3,6,1,0,6,7,0,0,3,22,38,0,1,7,9
321,"16/2/2020","22/2/2020",1,2,3,3,31,20,5,7,9,5,0,4,10,29,6,44,5,0,9,3,4,2,2,4,2,0,0,0,14,39,0,0,3,7
322,"23/2/2020","29/2/2020",2,1,5,5,36,18,2,4,18,3,0,6,10,28,6,38,5,0,11,7,6,0,2,2,2,0,0,0,14,37,0,1,5,15
323,"1/3/2020","7/3/2020",0,4,0,2,23,24,1,4,8,3,0,2,15,33,5,46,9,0,13,0,3,2,2,1,1,1,0,3,11,49,0,0,6,7
324,"8/3/2020","14/3/2020",3,0,3,6,14,16,2,5,10,6,0,1,27,14,3,37,7,0,21,2,8,1,2,1,1,0,0,0,16,36,0,0,10,11
325,"15/3/2020","21/3/2020",3,2,8,13,24,13,1,3,9,5,0,4,26,34,1,36,6,0,7,1,5,0,3,2,1,2,0,2,24,28,0,1,5,9
326,"22/3/2020","28/3/2020",3,1,9,12,15,26,2,1,15,12,0,2,29,28,3,14,4,0,6,0,0,0,3,5,0,0,1,5,9,24,0,0,14,9
327,"29/3/2020","4/4/2020",2,3,9,7,37,18,6,4,9,14,0,1,31,29,3,15,4,0,13,1,3,2,3,3,2,1,1,1,13,20,0,0,11,9
328,"5/4/2020","11/4/2020",0,1,6,5,30,21,3,3,5,19,1,0,22,26,3,7,3,0,21,0,0,1,1,5,1,0,0,4,5,9,0,0,11,14
329,"12/4/2020","18/4/2020",3,0,7,11,31,26,7,4,6,17,0,1,23,21,5,14,5,0,14,3,1,0,1,1,0,0,0,4,2,18,0,2,13,15
330,"19/4/2020","25/4/2020",3,2,14,11,42,14,11,4,3,16,0,1,21,25,1,14,5,0,14,6,1,2,1,2,2,0,0,0,8,12,0,1,14,21
331,"26/4/2020","2/5/2020",2,0,17,2,41,13,16,3,8,20,0,2,24,30,0,6,2,0,13,4,2,1,2,0,5,0,0,1,5,25,0,3,22,18
332,"3/5/2020","9/5/2020",1,3,33,5,48,19,8,4,4,20,0,5,33,31,1,8,7,0,21,11,1,0,5,1,2,2,0,1,8,28,0,0,34,24
333,"10/5/2020","16/5/2020",3,1,34,17,45,20,8,4,7,12,0,1,24,22,1,8,4,0,16,10,3,0,0,7,1,0,0,4,8,28,0,2,46,12
334,"17/5/2020","23/5/2020",1,2,22,6,51,25,15,3,14,16,0,0,30,39,3,10,15,0,26,15,3,1,3,6,2,2,0,1,8,55,0,1,64,25
335,"24/5/2020","30/5/2020",1,1,15,8,47,54,10,10,9,6,0,3,55,42,4,5,8,0,40,6,13,0,4,2,4,2,1,5,7,77,0,0,94,27
336,"31/5/2020","6/6/2020",1,3,20,9,53,58,25,12,32,6,0,3,92,41,1,6,21,1,31,9,6,2,4,4,1,8,2,4,19,95,0,0,81,26
337,"7/6/2020","13/6/2020",1,8,17,10,55,89,17,15,55,8,0,3,123,61,0,18,28,0,36,6,10,3,8,8,6,8,8,12,19,105,0,1,81,23
338,"14/6/2020","20/6/2020",2,5,26,14,60,115,19,9,89,11,1,7,177,61,2,12,30,0,43,9,13,2,7,11,10,11,8,9,11,135,1,0,93,28
339,"21/6/2020","27/6/2020",2,5,20,12,63,119,27,14,70,11,0,13,127,80,4,19,34,1,52,16,10,3,9,12,4,20,9,14,20,129,0,3,83,48
340,"28/6/2020","4/7/2020",13,8,23,15,67,127,36,19,52,16,0,7,190,84,4,20,37,1,40,11,16,4,18,27,11,28,13,14,34,139,0,4,60,26
341,"5/7/2020","11/7/2020",6,4,38,18,83,135,34,18,70,28,0,8,196,92,4,18,44,0,45,19,15,4,16,18,9,16,21,11,29,175,0,1,79,40
342,"12/7/2020","18/7/2020",4,7,33,23,65,135,27,19,50,32,0,9,196,108,9,21,51,0,61,17,13,7,22,16,26,14,19,15,52,141,0,4,49,39
343,"19/7/2020","25/7/2020",7,2,30,30,82,134,31,24,41,22,0,4,168,97,2,24,40,0,58,9,23,11,18,15,39,6,21,21,40,161,0,4,48,64
344,"26/7/2020","1/8/2020",6,5,26,17,76,126,31,23,26,17,0,3,135,76,4,30,24,0,45,8,16,7,22,11,34,9,16,13,31,115,0,1,42,53
345,"2/8/2020","8/8/2020",5,6,34,18,93,138,35,28,36,41,0,13,121,84,5,32,43,0,66,5,17,10,34,17,66,15,17,14,23,100,0,8,45,44
346,"9/8/2020","15/8/2020",0,5,26,25,71,123,42,29,37,33,1,7,114,72,6,34,46,0,42,2,23,13,19,13,45,6,15,8,21,88,0,3,24,32
347,"16/8/2020","22/8/2020",4,2,34,25,51,123,40,27,30,42,0,12,76,68,12,34,35,0,34,2,17,7,27,8,39,7,18,13,18,60,0,7,20,65
348,"23/8/2020","29/8/2020",4,3,35,8,33,101,17,27,22,46,0,13,64,63,9,35,26,0,45,0,14,12,22,12,24,3,10,10,17,48,0,4,18,46
349,"30/8/2020","5/9/2020",5,7,27,11,21,70,22,24,21,19,0,8,37,53,4,39,17,1,20,0,7,13,26,10,22,3,5,4,14,54,0,2,22,42
350,"6/9/2020","12/9/2020",1,5,13,10,36,65,10,19,18,21,0,11,39,39,8,24,16,0,20,1,13,5,19,9,9,3,7,2,21,38,0,2,18,38
351,"13/9/2020","19/9/2020",0,6,17,14,28,73,7,19,8,4,0,7,34,41,2,26,19,0,23,0,6,3,13,4,4,1,4,9,14,40,0,2,26,35
352,"20/9/2020","26/9/2020",0,6,15,5,15,49,6,26,15,18,1,5,34,40,4,18,20,0,10,0,6,1,18,7,7,1,1,6,7,50,1,1,19,19
353,"27/9/2020","3/10/2020",3,1,26,8,17,61,7,18,9,12,0,3,29,33,6,18,15,0,6,2,8,1,38,9,7,0,2,6,14,43,1,1,18,34
354,"4/10/2020","10/10/2020",0,3,33,6,10,40,9,21,6,10,3,4,26,39,1,34,17,0,13,0,4,5,37,4,6,1,2,12,14,25,0,0,11,24
355,"11/10/2020","17/10/2020",2,5,52,3,11,48,5,26,11,8,1,4,20,37,2,22,9,0,5,0,2,3,56,5,2,1,1,9,18,19,0,3,18,23
356,"18/10/2020","24/10/2020",0,1,47,6,9,52,7,15,14,9,0,2,17,20,3,29,9,0,5,0,9,4,38,11,10,1,2,7,19,21,0,0,6,18
357,"25/10/2020","31/10/2020",0,0,35,4,13,38,10,12,11,10,0,1,13,26,5,19,16,0,3,0,6,2,12,2,1,0,2,6,11,11,0,0,3,22
358,"1/11/2020","7/11/2020",1,1,29,8,9,39,6,13,15,5,1,2,14,26,2,12,8,0,3,0,3,0,9,5,3,1,2,14,4,13,0,0,4,16
359,"8/11/2020","14/11/2020",1,2,19,3,9,35,2,8,10,4,1,3,15,19,4,9,7,0,3,0,0,0,5,2,6,0,2,5,5,8,0,0,9,14
360,"15/11/2020","21/11/2020",0,2,21,2,4,20,5,8,6,7,0,2,26,7,1,8,9,0,7,1,0,0,5,2,6,0,0,9,2,6,0,0,3,6
361,"22/11/2020","28/11/2020",1,2,17,0,14,20,0,7,3,3,0,0,29,9,6,14,2,0,6,0,1,0,13,2,4,0,0,4,5,5,0,0,2,6
362,"29/11/2020","5/12/2020",1,2,10,5,8,17,2,13,4,4,1,2,18,12,4,4,4,0,4,0,0,0,10,1,5,0,2,1,4,2,0,1,8,1
363,"6/12/2020","12/12/2020",0,4,13,2,9,17,4,6,2,5,0,3,22,8,1,11,7,0,3,1,1,1,5,1,2,0,1,2,6,3,0,0,3,8
364,"13/12/2020","19/12/2020",0,3,16,0,7,15,1,5,14,1,2,1,24,8,4,12,8,0,5,0,1,2,3,3,9,0,0,3,5,3,0,0,10,3
365,"20/12/2020","26/12/2020",1,1,6,4,6,12,1,5,9,9,0,0,16,6,2,6,4,1,2,0,0,3,1,2,3,0,2,0,5,6,0,0,5,5
366,"27/12/2020","2/1/2021",0,1,7,4,2,26,1,5,13,3,0,1,16,7,1,7,8,0,2,0,0,0,7,2,2,0,1,4,4,6,0,1,7,4
367,"3/1/2021","9/1/2021",0,0,4,0,10,21,1,7,9,5,0,0,15,2,2,4,3,0,2,0,2,1,2,1,0,0,2,1,6,2,0,0,10,3
368,"10/1/2021","16/1/2021",0,0,1,1,8,18,1,5,3,2,0,1,4,8,2,2,1,0,1,0,0,2,5,1,2,0,0,0,1,4,0,0,8,4
369,"17/1/2021","23/1/2021",0,0,5,2,3,15,0,4,5,4,0,0,6,5,1,9,2,1,2,0,2,1,5,2,4,0,0,0,4,5,0,0,2,0
370,"24/1/2021","30/1/2021",0,0,4,0,1,21,3,5,4,0,0,0,4,8,2,8,2,0,2,0,3,2,1,4,1,0,0,0,2,6,0,0,4,5
371,"31/1/2021","6/2/2021",0,0,5,2,4,15,1,2,2,4,0,2,10,4,0,4,1,1,1,0,1,1,2,2,6,0,1,2,4,10,0,1,9,2
372,"7/2/2021","13/2/2021",0,0,5,1,10,1,0,0,1,8,0,1,3,3,2,3,3,11,0,0,1,0,2,0,0,0,0,2,4,12,0,0,4,7
373,"14/2/2021","20/2/2021",0,1,3,4,3,5,0,3,5,14,0,2,4,6,0,5,4,5,3,0,0,1,0,2,3,0,1,0,3,8,0,0,7,3
374,"21/2/2021","27/2/2021",1,0,7,6,8,7,1,3,1,4,0,2,7,4,1,5,6,13,1,0,0,0,2,2,3,0,1,0,3,10,0,1,5,4
375,"28/2/2021","6/3/2021",0,1,2,4,4,7,1,1,4,3,0,0,8,19,1,3,2,11,1,0,1,0,2,3,0,0,1,0,2,3,0,0,2,3
376,"7/3/2021","13/3/2021",0,4,3,3,7,4,2,2,1,8,0,1,4,26,1,8,5,12,1,0,1,0,2,1,2,0,4,1,1,1,0,1,2,3
377,"14/3/2021","20/3/2021",0,1,5,1,7,9,1,1,1,1,0,2,6,19,0,4,2,8,0,0,1,0,2,1,1,0,0,2,4,2,0,0,1,1
378,"21/3/2021","27/3/2021",0,1,4,1,3,11,2,3,2,1,0,1,7,18,0,3,2,2,1,1,1,1,4,2,0,0,0,3,4,2,0,0,6,1
379,"28/3/2021","3/4/2021",1,1,2,1,3,6,2,0,2,1,0,0,11,8,0,5,3,2,1,0,0,1,2,2,0,1,1,3,3,0,0,0,11,1
380,"4/4/2021","10/4/2021",0,0,2,1,5,8,0,0,2,1,0,1,8,11,3,6,4,0,0,0,0,1,2,2,3,0,1,5,4,2,0,0,5,1
381,"11/4/2021","17/4/2021",0,2,5,6,4,2,2,3,1,2,0,2,10,8,2,8,6,0,0,0,2,1,10,2,1,0,0,2,3,4,0,1,6,3
382,"18/4/2021","24/4/2021",0,1,7,3,4,1,0,3,2,0,0,2,8,4,1,3,6,0,1,0,0,2,4,1,3,0,0,5,6,2,0,1,7,2
383,"25/4/2021","1/5/2021",0,1,8,0,2,4,1,2,3,0,0,0,5,4,1,8,1,0,0,0,1,1,6,0,1,0,1,2,4,4,0,0,3,3
384,"2/5/2021","8/5/2021",0,1,5,2,13,7,2,0,3,1,0,1,6,9,0,5,3,0,1,0,1,3,3,1,1,0,1,2,4,2,0,5,3,2
385,"9/5/2021","15/5/2021",1,1,9,0,1,6,0,2,2,0,0,1,2,5,0,10,5,0,1,0,2,3,3,1,1,0,0,2,1,4,0,0,3,3
386,"16/5/2021","22/5/2021",0,3,3,0,7,6,6,5,7,2,0,1,1,7,0,8,4,0,2,0,1,0,6,3,1,0,1,0,2,6,0,4,1,4
387,"23/5/2021","29/5/2021",0,3,2,2,4,5,1,0,3,0,0,3,5,9,0,6,3,1,2,0,0,1,3,2,0,0,0,0,4,2,0,3,8,1
388,"30/5/2021","5/6/2021",1,1,7,2,2,6,2,1,4,0,0,3,1,14,2,3,2,0,1,1,0,0,5,0,0,0,0,1,4,3,0,4,2,3
389,"6/6/2021","12/6/2021",2,2,4,2,4,5,4,3,11,1,0,1,6,5,1,7,3,2,3,1,0,3,1,6,0,1,0,4,1,1,0,5,2,3
390,"13/6/2021","19/6/2021",0,1,4,2,3,5,1,3,9,1,0,1,5,10,0,8,5,1,3,0,1,0,2,3,1,2,1,3,3,2,0,8,2,3
391,"20/6/2021","26/6/2021",1,0,2,1,6,5,1,2,3,2,0,0,4,5,0,4,4,1,3,0,0,2,5,2,2,6,0,0,1,4,0,16,1,2
392,"27/6/2021","3/7/2021",1,0,1,0,4,6,4,2,3,4,0,0,6,15,0,1,3,4,0,0,2,0,1,1,4,5,0,0,2,2,0,7,3,1
393,"4/7/2021","10/7/2021",0,1,5,2,3,3,1,4,2,3,0,1,4,5,0,2,1,2,0,0,1,0,1,0,2,1,0,0,0,1,0,5,1,1
394,"11/7/2021","17/7/2021",0,1,1,3,6,3,1,2,1,2,0,0,3,3,1,6,2,4,1,0,0,2,2,1,1,0,2,0,0,6,0,1,2,2
395,"18/7/2021","24/7/2021",0,0,3,1,2,6,0,2,0,3,0,0,3,5,0,4,4,5,0,0,0,1,2,2,3,0,1,0,4,2,0,1,3,4
396,"25/7/2021","31/7/2021",0,0,5,1,2,7,0,4,0,1,0,1,5,4,1,3,3,4,0,0,1,0,0,0,2,0,1,0,1,3,0,1,5,1
397,"1/8/2021","7/8/2021",0,0,1,2,0,8,1,1,2,4,0,3,6,5,2,4,1,2,0,0,0,0,4,2,2,0,0,0,1,0,0,0,1,0
398,"8/8/2021","14/8/2021",2,0,4,2,3,4,0,1,1,0,0,0,5,3,0,5,2,0,1,0,0,2,2,1,3,0,0,0,0,2,0,0,2,0
399,"15/8/2021","21/8/2021",0,0,5,0,3,6,0,1,0,0,0,0,1,10,2,2,1,0,0,0,1,0,1,0,1,1,0,0,2,1,0,0,3,1
400,"22/8/2021","28/8/2021",0,1,3,0,2,6,2,1,1,0,0,0,4,9,2,1,1,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,1,1
401,"29/8/2021","4/9/2021",0,1,2,1,2,1,0,3,1,0,0,0,2,5,1,4,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,2,3
402,"5/9/2021","11/9/2021",0,1,2,3,3,4,1,1,0,1,0,0,5,12,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
403,"12/9/2021","18/9/2021",0,0,2,2,5,2,2,2,1,0,0,0,4,35,2,2,1,0,3,0,0,0,2,1,0,0,0,0,2,0,0,0,3,1
404,"19/9/2021","25/9/2021",2,1,1,1,4,7,2,1,1,1,0,1,6,54,0,2,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0
405,"26/9/2021","2/10/2021",1,0,1,1,5,6,2,2,2,0,0,1,2,41,1,6,2,0,1,0,0,0,4,0,0,0,1,0,3,1,0,0,4,3
406,"3/10/2021","9/10/2021",1,2,1,0,1,4,1,1,2,0,0,0,1,48,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,0,0,1,1
407,"10/10/2021","16/10/2021",0,0,2,0,2,2,1,3,0,1,0,0,3,34,0,3,1,0,0,0,0,0,2,0,2,0,0,2,6,1,0,0,3,1
408,"17/10/2021","23/10/2021",0,3,0,4,4,6,0,2,3,0,0,0,0,20,0,5,1,0,3,0,0,1,0,0,1,0,0,0,5,3,0,0,4,3
409,"24/10/2021","30/10/2021",1,1,1,2,3,3,2,1,2,1,0,0,2,14,1,2,1,0,0,0,1,0,0,2,1,0,3,1,0,2,0,0,3,2
410,"31/10/2021","6/11/2021",0,1,2,1,1,0,0,0,0,0,0,1,3,14,0,2,2,0,3,0,0,0,1,0,0,0,1,0,2,1,0,0,2,1
411,"7/11/2021","13/11/2021",0,0,2,0,1,0,0,1,1,0,0,0,5,10,0,6,2,0,0,0,0,0,2,2,0,0,1,0,0,4,0,0,3,2
412,"14/11/2021","20/11/2021",0,0,2,0,2,3,0,1,1,0,0,2,4,5,1,2,2,0,0,0,1,0,1,4,1,0,0,1,4,2,0,0,3,1
413,"21/11/2021","27/11/2021",0,0,2,2,1,4,0,0,0,0,0,0,2,16,1,2,1,0,0,0,0,1,1,1,2,0,0,0,2,3,0,0,6,3
414,"28/11/2021","4/12/2021",0,0,3,2,3,1,2,1,1,0,0,0,5,4,1,3,0,0,2,0,0,0,0,1,0,0,1,1,2,3,0,0,7,0
415,"5/12/2021","11/12/2021",0,2,1,2,1,0,1,1,0,0,0,0,3,6,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,12,0,0,6,3
416,"12/12/2021","18/12/2021",1,0,2,1,2,0,3,1,1,1,1,1,4,4,1,3,1,0,0,0,0,0,0,0,0,1,0,1,3,9,0,0,5,4
417,"19/12/2021","25/12/2021",1,0,0,2,1,6,0,3,1,0,0,1,3,8,1,1,2,0,0,0,1,0,6,1,0,1,0,1,2,3,0,0,4,0
418,"26/12/2021","1/1/2022",0,2,4,0,2,3,1,1,2,4,0,0,5,4,1,4,0,0,2,0,0,0,3,1,0,1,0,0,3,7,0,0,1,2
419,"2/1/2022","8/1/2022",2,1,3,2,2,2,0,1,2,10,1,1,9,6,2,1,2,0,0,0,1,0,4,1,0,0,0,0,2,14,0,0,4,3
420,"9/1/2022","15/1/2022",0,0,3,0,0,6,1,4,1,11,0,0,13,2,0,11,2,0,2,0,1,0,4,2,2,0,1,0,2,14,0,0,4,5
421,"16/1/2022","22/1/2022",0,4,1,3,2,3,3,3,1,35,0,1,9,5,2,8,2,0,1,0,1,0,7,1,2,1,0,2,3,9,0,0,3,6
422,"23/1/2022","29/1/2022",0,2,1,3,4,1,1,2,2,24,0,0,8,5,3,4,1,0,0,0,1,0,4,3,1,0,1,1,2,7,0,0,3,8
423,"30/1/2022","5/2/2022",1,0,5,2,5,4,2,2,3,23,0,6,8,10,3,5,3,0,0,0,4,0,0,2,1,0,0,2,0,7,0,0,6,3
424,"6/2/2022","12/2/2022",0,4,1,3,7,7,0,1,2,21,0,7,8,5,2,0,0,0,0,0,4,0,2,1,0,0,0,0,1,8,0,1,5,3
425,"13/2/2022","19/2/2022",0,2,1,1,3,2,2,8,3,29,0,12,8,5,4,9,5,0,1,0,1,0,2,3,1,0,0,2,1,9,0,0,1,10
426,"20/2/2022","26/2/2022",0,1,1,1,6,11,0,0,3,40,0,3,2,9,0,6,2,0,1,0,1,0,0,0,1,0,2,1,3,6,0,0,4,11
427,"27/2/2022","5/3/2022",0,1,3,3,2,9,1,4,2,46,0,7,12,6,5,9,1,0,0,0,0,0,3,2,2,0,1,1,3,9,0,1,7,22
428,"6/3/2022","12/3/2022",1,0,1,3,1,3,5,4,5,65,0,6,12,12,2,11,4,0,3,1,3,0,4,2,9,0,0,6,2,14,0,0,12,37
429,"13/3/2022","19/3/2022",0,1,5,5,4,10,0,16,5,58,0,9,14,24,1,11,5,0,2,0,0,1,1,1,12,1,2,3,2,16,0,0,9,55
430,"20/3/2022","26/3/2022",1,2,7,2,10,5,1,8,8,108,0,9,9,19,3,16,3,0,5,0,1,0,4,5,21,0,1,5,5,25,0,2,9,47
431,"27/3/2022","2/4/2022",2,5,2,6,5,14,1,13,9,114,0,14,17,26,4,20,5,0,2,0,4,0,1,4,10,0,1,5,4,29,0,2,9,61
432,"3/4/2022","9/4/2022",0,0,6,7,12,18,2,15,8,73,0,7,17,33,5,20,3,0,0,0,5,1,1,4,15,0,2,9,12,42,0,5,8,100
433,"10/4/2022","16/4/2022",3,4,8,6,18,9,3,3,11,105,0,15,20,45,7,22,6,0,2,0,9,2,3,6,23,0,5,6,13,19,0,2,8,136
434,"17/4/2022","23/4/2022",1,0,12,8,22,21,3,6,12,107,0,13,14,49,6,39,4,0,7,0,5,1,9,13,14,1,2,4,18,45,1,1,15,144
435,"24/4/2022","30/4/2022",5,6,5,8,20,23,8,10,12,92,0,20,23,55,7,31,8,0,3,0,6,0,1,6,30,3,7,5,19,46,0,2,10,146
436,"1/5/2022","7/5/2022",1,5,8,11,30,34,8,8,12,103,0,25,25,61,8,42,4,0,6,0,5,1,4,10,36,1,3,10,34,58,0,1,22,63
437,"8/5/2022","14/5/2022",3,3,7,6,40,51,8,20,20,122,0,28,49,68,8,57,18,0,12,0,9,0,3,5,47,5,1,11,39,53,0,1,27,89
438,"15/5/2022","21/5/2022",2,2,11,14,55,50,18,14,17,104,0,50,39,72,13,72,21,0,9,0,18,2,9,13,61,6,0,10,46,51,1,3,21,83
439,"22/5/2022","28/5/2022",2,9,13,12,80,54,13,16,19,93,0,56,32,84,4,99,16,0,9,1,25,1,14,10,59,8,1,7,41,51,0,4,27,77
440,"29/5/2022","4/6/2022",1,3,15,10,76,55,23,15,16,61,0,48,49,75,22,121,18,0,6,2,23,4,14,12,44,9,3,6,27,51,0,3,26,95
441,"5/6/2022","11/6/2022",3,9,12,12,61,58,23,23,22,75,0,45,38,52,42,120,17,0,7,3,21,6,10,10,46,9,5,4,30,41,0,0,20,76
442,"12/6/2022","18/6/2022",2,4,13,9,49,77,15,12,19,46,0,35,53,51,27,112,19,0,3,1,24,2,10,9,46,3,2,13,35,34,1,0,15,62
443,"19/6/2022","25/6/2022",0,2,18,8,57,51,17,35,22,29,1,43,40,36,21,106,14,0,4,0,14,2,16,10,46,1,2,9,29,37,0,3,17,68
444,"26/6/2022","2/7/2022",4,7,17,9,57,58,16,25,27,29,0,51,44,41,26,135,27,0,4,0,16,2,16,11,58,2,3,6,23,29,0,3,22,35
445,"3/7/2022","9/7/2022",2,2,8,10,55,42,22,21,29,21,0,42,53,39,20,89,27,0,6,0,15,2,28,9,45,1,3,6,21,21,0,1,31,30
446,"10/7/2022","16/7/2022",3,7,11,10,71,49,27,27,26,14,0,40,30,38,16,104,15,0,8,1,13,2,17,10,41,0,0,6,10,25,0,1,23,37
447,"17/7/2022","23/7/2022",4,4,10,12,59,60,19,37,27,22,0,78,34,41,23,102,12,0,10,2,31,3,18,6,46,3,0,11,11,24,0,1,37,33
448,"24/7/2022","30/7/2022",1,9,11,9,43,50,27,28,52,17,0,69,29,34,19,107,12,0,19,3,22,1,15,7,50,0,1,4,19,25,0,1,33,42
449,"31/7/2022","6/8/2022",3,2,7,7,40,49,16,23,53,15,0,68,13,36,17,88,7,0,18,1,13,1,14,5,32,2,2,3,13,33,1,2,18,38
450,"7/8/2022","13/8/2022",1,7,7,11,28,42,25,17,30,18,0,66,23,24,28,91,7,0,4,1,13,2,4,3,54,0,1,4,20,22,0,0,35,28
451,"14/8/2022","20/8/2022",0,9,6,2,41,57,15,18,20,14,0,56,21,29,23,80,1,0,12,0,7,0,16,9,33,0,0,8,24,38,0,3,25,21
452,"21/8/2022","27/8/2022",0,1,8,3,28,34,24,8,10,14,0,52,13,17,19,89,7,0,23,0,8,1,16,9,33,0,0,5,10,17,0,1,24,17
453,"28/8/2022","3/9/2022",2,3,10,11,20,30,12,12,19,7,0,39,18,26,17,69,8,0,16,0,16,1,14,5,13,0,1,4,14,23,0,2,17,19
454,"4/9/2022","10/9/2022",5,1,13,4,31,35,11,17,21,9,0,37,15,25,13,94,5,0,10,2,10,2,8,3,17,2,0,4,4,30,0,5,22,17
455,"11/9/2022","17/9/2022",1,4,4,5,34,20,7,6,5,6,0,32,21,20,11,72,5,0,8,0,4,1,17,10,5,1,1,2,9,19,0,3,10,21
456,"18/9/2022","24/9/2022",1,1,3,4,24,24,8,13,20,10,0,17,12,34,16,55,3,0,7,0,5,0,12,1,15,0,0,3,16,14,0,1,20,14
457,"25/9/2022","1/10/2022",0,0,6,6,18,24,5,11,8,5,1,29,13,29,21,45,6,0,3,0,3,1,6,4,12,0,4,6,20,12,0,1,17,15
458,"2/10/2022","8/10/2022",0,1,4,2,20,21,6,5,18,9,0,13,10,29,19,38,6,0,4,0,5,2,9,4,9,1,4,2,9,10,0,0,14,20
459,"9/10/2022","15/10/2022",1,0,6,4,21,20,2,17,24,5,0,9,8,34,9,42,12,0,5,0,6,0,17,4,8,0,1,4,9,7,0,1,10,33
460,"16/10/2022","22/10/2022",0,1,7,5,18,21,7,7,5,2,0,4,9,30,13,32,4,0,3,0,3,1,11,3,10,0,0,6,3,14,0,2,7,40
461,"23/10/2022","29/10/2022",1,1,5,7,24,8,3,7,15,1,0,5,9,44,11,26,7,0,6,1,1,0,17,1,6,0,0,2,9,15,0,0,5,19
462,"30/10/2022","5/11/2022",2,1,3,5,14,15,4,8,16,4,0,4,9,37,12,19,5,0,2,0,4,0,26,3,4,0,1,3,8,4,0,0,3,36
463,"6/11/2022","12/11/2022",0,2,5,3,7,12,1,2,13,3,0,8,9,36,12,17,7,0,4,0,2,1,26,2,1,0,2,2,12,7,0,0,6,24
464,"13/11/2022","19/11/2022",3,3,5,2,5,6,1,5,11,6,0,1,6,26,8,28,11,0,2,1,2,1,30,1,1,0,1,2,8,15,0,0,8,19
465,"20/11/2022","26/11/2022",0,3,6,4,6,15,4,3,12,8,0,4,6,11,13,20,4,0,7,0,1,0,29,5,2,0,0,0,4,12,0,1,1,18
466,"27/11/2022","3/12/2022",1,5,0,4,12,8,4,4,14,4,0,5,5,21,4,20,12,0,7,0,1,0,40,3,1,0,0,3,2,10,0,0,5,14
467,"4/12/2022","10/12/2022",1,2,5,5,10,2,3,3,7,4,0,2,11,17,9,23,14,1,16,0,2,2,24,3,2,1,0,2,3,12,0,0,9,18
468,"11/12/2022","17/12/2022",0,2,6,1,8,17,1,3,11,3,0,1,8,17,5,24,17,0,4,0,0,1,23,4,3,0,0,0,8,8,0,1,7,11
469,"18/12/2022","24/12/2022",2,0,7,0,5,8,3,6,13,4,0,1,12,27,3,18,17,0,4,0,0,1,20,0,3,0,0,1,6,13,0,0,23,9
